Image Path,Class,Width,Height
dataset\scissors\XBP2RvuuQk5EMXsW.png,scissors,224,224
dataset\scissors\XC8NJo82qJO44Nim.png,scissors,224,224
dataset\scissors\xCagFKogHbiqcrmG.png,scissors,224,224
dataset\scissors\XEmNGqnMFMoeRQRi.png,scissors,224,224
dataset\scissors\xfdYfkrgEZ2fuuck.png,scissors,224,224
dataset\scissors\xgFgqnPJIU3u1ZqY.png,scissors,224,224
dataset\scissors\Xghl7QyFQxkC7zNQ.png,scissors,224,224
dataset\scissors\XJWYAuk9dfdmUAIw.png,scissors,224,224
dataset\scissors\xKyBoUZHpqSVqTLx.png,scissors,224,224
dataset\scissors\XN42vZFFWvOwwrEb.png,scissors,224,224
dataset\scissors\XNsF8hyn9RBUaFnw.png,scissors,224,224
dataset\scissors\xOdLJOH2sxWkgRTS.png,scissors,224,224
dataset\scissors\xPDNBvgWZrdijzTm.png,scissors,224,224
dataset\scissors\XpFaeZAqFUqqJ85b.png,scissors,224,224
dataset\scissors\XPvABb1iOSQx69Dq.png,scissors,224,224
dataset\scissors\xQB1ghQm8FBFNtBX.png,scissors,224,224
dataset\scissors\xQL4A9bjTuJuFj5K.png,scissors,224,224
dataset\scissors\XrNTSnUh9OxytAYI.png,scissors,224,224
dataset\scissors\XSI0ZmaJN2CfPs3B.png,scissors,224,224
dataset\scissors\xtv6VZ84IEFHd9pS.png,scissors,224,224
dataset\scissors\Xu49k2rxvWRflm2W.png,scissors,224,224
dataset\scissors\XwaRRl8CwYMJKx95.png,scissors,224,224
dataset\scissors\XWF7hCQnD6qfJUCI.png,scissors,224,224
dataset\scissors\XXKgbWzJCa3JSYdz.png,scissors,224,224
dataset\scissors\xXxXuQZdlW8ebxCN.png,scissors,224,224
dataset\scissors\XyUSCoWQqR72pGt8.png,scissors,224,224
dataset\scissors\Y2lr5d6VnNfievnA.png,scissors,224,224
dataset\scissors\Y5XFnk5x9pi67RxA.png,scissors,224,224
dataset\scissors\Y803FUXqbDOwGm0K.png,scissors,224,224
dataset\scissors\y9PxZE5NfOO323Nv.png,scissors,224,224
dataset\scissors\YaAtOlkyK9hnzZ11.png,scissors,224,224
dataset\scissors\yAEtN7WUvS5S1Cmy.png,scissors,224,224
dataset\scissors\YaRYYDirKENPeJcS.png,scissors,224,224
dataset\scissors\yAuOKZfd9CyDMYdg.png,scissors,224,224
dataset\scissors\YI6MrQ5Fa7DXhcjr.png,scissors,224,224
dataset\scissors\yiOfEmSzPhjaYDwH.png,scissors,224,224
dataset\scissors\YLqWJoGJOcnoAZim.png,scissors,224,224
dataset\scissors\yMcXpAajchPmSbnw.png,scissors,224,224
dataset\scissors\yPDwuZYpXF1iWDVh.png,scissors,224,224
dataset\scissors\YqEvBlhrl5XkzIlO.png,scissors,224,224
dataset\scissors\yt2EhLUQ7yDuIlG4.png,scissors,224,224
dataset\scissors\YTAomJ0XCIRzqKKX.png,scissors,224,224
dataset\scissors\YtwkLLgHWgoRfTaB.png,scissors,224,224
dataset\scissors\yUG4uvp1tvCVbLlk.png,scissors,224,224
dataset\scissors\yxCsGCXdJ0UuGEol.png,scissors,224,224
dataset\scissors\YXMdBr7G2GS6sN1v.png,scissors,224,224
dataset\scissors\Z1leFM4TO5u2eSaI.png,scissors,224,224
dataset\scissors\Z2jcrWNs2feSmVtI.png,scissors,224,224
dataset\scissors\Z3isJg9IBOn3ZHFZ.png,scissors,224,224
dataset\scissors\z5l2JCxLM7igVya5.png,scissors,224,224
dataset\scissors\Z6CURxA1iRNhTzO9.png,scissors,224,224
dataset\scissors\z6HDaayUjgx6LnhS.png,scissors,224,224
dataset\scissors\z7TWGDT2mb6DsKuG.png,scissors,224,224
dataset\scissors\ZcGYyQZWKP4EcVEz.png,scissors,224,224
dataset\scissors\ZCr3PjDcttbKRAAW.png,scissors,224,224
dataset\scissors\zdo3LHesq3aHmu1f.png,scissors,224,224
dataset\scissors\zepzkaBk60xgpP3C.png,scissors,224,224
dataset\scissors\ZGPpmBaEH8F0qXzI.png,scissors,224,224
dataset\scissors\ZHY8N2y7tIomiozo.png,scissors,224,224
dataset\scissors\ZKG6hW0U101PcEoo.png,scissors,224,224
dataset\scissors\znR0vgP11p6yX3nI.png,scissors,224,224
dataset\scissors\ZPjzBZeu7RFCMj7A.png,scissors,224,224
dataset\scissors\ztTeXxuMaartlKMy.png,scissors,224,224
dataset\scissors\zV0yCNG0C9s4GId3.png,scissors,224,224
dataset\scissors\zyml8p6mHzWWJTyw.png,scissors,224,224
dataset\scissors\ZyZeKfG5s1J9Qn64.png,scissors,224,224
dataset\scissors\Zz1djgkAdRqsHM3z.png,scissors,224,224
dataset\scissors\ZzIlyDP6opy9ifkB.png,scissors,224,224
